R,depth,width,seed,K,s2,rel
1.2,2,4,29,-4.0,5.1874412875774265,5.220850322191089
1.2,2,4,29,-6.0,10.282816224407696,12.972593440224111
1.2,2,4,30,0.5,0.7818921886213052,0.9907933446326722
1.2,2,4,30,0.0,1.0,1.0
1.2,2,4,30,-0.5,1.2642636720781635,1.1237921405602194
1.2,2,4,30,-1.0,1.582273321863023,1.2725776895233958
1.2,2,4,30,-2.0,2.415084767504488,1.6597958980069278
1.2,2,4,30,-4.0,5.1874412875774265,2.8412685195071217
1.2,2,4,30,-6.0,10.282816224407696,4.930069299858814
1.2,2,4,31,0.5,0.7818921886213052,0.9953739602648062
1.2,2,4,31,0.0,1.0,1.0
1.2,2,4,31,-0.5,1.2642636720781635,1.084910977353862
1.2,2,4,31,-1.0,1.582273321863023,1.178591858476458
1.2,2,4,31,-2.0,2.415084767504488,1.3906932166343264
1.2,2,4,31,-4.0,5.1874412875774265,1.9288348203718253
1.2,2,4,31,-6.0,10.282816224407696,2.7359523273613977
1.2,2,4,32,0.5,0.7818921886213052,0.9693707930874843
1.2,2,4,32,0.0,1.0,1.0
1.2,2,4,32,-0.5,1.2642636720781635,1.1828560366625047
1.2,2,4,32,-1.0,1.582273321863023,1.5317945832647135
1.2,2,4,32,-2.0,2.415084767504488,2.570349606445152
1.2,2,4,32,-4.0,5.1874412875774265,7.085981328444839
1.2,2,4,32,-6.0,10.282816224407696,18.649354175711206
1.2,2,4,33,0.5,0.7818921886213052,0.9462834866281676
1.2,2,4,33,0.0,1.0,1.0
1.2,2,4,33,-0.5,1.2642636720781635,1.2014731604743174
1.2,2,4,33,-1.0,1.582273321863023,1.4903773301744594
1.2,2,4,33,-2.0,2.415084767504488,2.436655230139133
1.2,2,4,33,-4.0,5.1874412875774265,7.250777273597411
1.2,2,4,33,-6.0,10.282816224407696,20.919915911005127
1.2,2,4,34,0.5,0.7818921886213052,0.9584199853053762
1.2,2,4,34,0.0,1.0,1.0
1.2,2,4,34,-0.5,1.2642636720781635,1.0784345233530184
1.2,2,4,34,-1.0,1.582273321863023,1.174134614202057
1.2,2,4,34,-2.0,2.415084767504488,1.3978420404607848
1.2,2,4,34,-4.0,5.1874412875774265,2.006476718469969
1.2,2,4,34,-6.0,10.282816224407696,2.934966098829301
1.2,2,4,35,0.5,0.7818921886213052,0.9290591193485879
1.2,2,4,35,0.0,1.0,1.0
1.2,2,4,35,-0.5,1.2642636720781635,1.434406416353673
1.2,2,4,35,-1.0,1.582273321863023,2.0673465260174093
1.2,2,4,35,-2.0,2.415084767504488,4.189850288363078
1.2,2,4,35,-4.0,5.1874412875774265,15.304392827180248
1.2,2,4,35,-6.0,10.282816224407696,49.61641171080951
1.2,2,4,36,0.5,0.7818921886213052,0.9706225238394326
1.2,2,4,36,0.0,1.0,1.0
1.2,2,4,36,-0.5,1.2642636720781635,1.1385575599198112
1.2,2,4,36,-1.0,1.582273321863023,1.321515291947903
1.2,2,4,36,-2.0,2.415084767504488,1.8214738155926864
1.2,2,4,36,-4.0,5.1874412875774265,3.58372135702403
1.2,2,4,36,-6.0,10.282816224407696,7.012280403004107
1.2,2,4,37,0.5,0.7818921886213052,0.9759681663994703
1.2,2,4,37,0.0,1.0,1.0
1.2,2,4,37,-0.5,1.2642636720781635,1.069728625491329
1.2,2,4,37,-1.0,1.582273321863023,1.1538565703768442
1.2,2,4,37,-2.0,2.415084767504488,1.378928351208725
1.2,2,4,37,-4.0,5.1874412875774265,1.9677560629333246
1.2,2,4,37,-6.0,10.282816224407696,2.9858210985246587
1.2,2,4,38,0.5,0.7818921886213052,0.9724355108736007
1.2,2,4,38,0.0,1.0,1.0
1.2,2,4,38,-0.5,1.2642636720781635,1.0800694101763828
1.2,2,4,38,-1.0,1.582273321863023,1.2582735121544872
1.2,2,4,38,-2.0,2.415084767504488,1.7436912880753115
1.2,2,4,38,-4.0,5.1874412875774265,3.437597046555619
1.2,2,4,38,-6.0,10.282816224407696,6.7001894713763015
1.2,2,4,39,0.5,0.7818921886213052,0.9718413230016464
1.2,2,4,39,0.0,1.0,1.0
1.2,2,4,39,-0.5,1.2642636720781635,1.134523296550849
1.2,2,4,39,-1.0,1.582273321863023,1.290771476918744
1.2,2,4,39,-2.0,2.415084767504488,1.690275603200175
1.2,2,4,39,-4.0,5.1874412875774265,2.990669848921667
1.2,2,4,39,-6.0,10.282816224407696,5.484353356691545
1.2,2,4,40,0.5,0.7818921886213052,0.9711650355396945
1.2,2,4,40,0.0,1.0,1.0
1.2,2,4,40,-0.5,1.2642636720781635,1.1619393162127423
1.2,2,4,40,-1.0,1.582273321863023,1.3811457579771638
1.2,2,4,40,-2.0,2.415084767504488,2.0770413570357085
1.2,2,4,40,-4.0,5.1874412875774265,4.714542660841026
1.2,2,4,40,-6.0,10.282816224407696,11.23007280518503
1.2,2,4,41,0.5,0.7818921886213052,0.9751555334158827
1.2,2,4,41,0.0,1.0,1.0
1.2,2,4,41,-0.5,1.2642636720781635,1.1788299467491785
1.2,2,4,41,-1.0,1.582273321863023,1.4512945307144784
1.2,2,4,41,-2.0,2.415084767504488,2.2563913652507868
1.2,2,4,41,-4.0,5.1874412875774265,5.40396881052472
1.2,2,4,41,-6.0,10.282816224407696,12.800229369456025
1.2,2,4,42,0.5,0.7818921886213052,0.9804761705012321
1.2,2,4,42,0.0,1.0,1.0
1.2,2,4,42,-0.5,1.2642636720781635,1.1985538625476055
1.2,2,4,42,-1.0,1.582273321863023,1.4501965913716106
1.2,2,4,42,-2.0,2.415084767504488,2.171045388940116
1.2,2,4,42,-4.0,5.1874412875774265,4.899059788938912
1.2,2,4,42,-6.0,10.282816224407696,10.949631306632037
1.2,2,4,43,0.5,0.7818921886213052,0.9746068098582892
1.2,2,4,43,0.0,1.0,1.0
1.2,2,4,43,-0.5,1.2642636720781635,1.0683460974795682
1.2,2,4,43,-1.0,1.582273321863023,1.159953182235339
1.2,2,4,43,-2.0,2.415084767504488,1.4395848691368198
1.2,2,4,43,-4.0,5.1874412875774265,2.2559154664073846
1.2,2,4,43,-6.0,10.282816224407696,3.5329242839230997
1.2,2,4,44,0.5,0.7818921886213052,0.9780305699021299
1.2,2,4,44,0.0,1.0,1.0
1.2,2,4,44,-0.5,1.2642636720781635,1.0832744921908106
1.2,2,4,44,-1.0,1.582273321863023,1.1899684027109352
1.2,2,4,44,-2.0,2.415084767504488,1.4250471965890628
1.2,2,4,44,-4.0,5.1874412875774265,2.1529609288428944
1.2,2,4,44,-6.0,10.282816224407696,3.258073968035541
1.2,2,4,45,0.5,0.7818921886213052,0.9707980303638074
1.2,2,4,45,0.0,1.0,1.0
1.2,2,4,45,-0.5,1.2642636720781635,1.0889354292921527
1.2,2,4,45,-1.0,1.582273321863023,1.2177213708620018
1.2,2,4,45,-2.0,2.415084767504488,1.6458907656418902
1.2,2,4,45,-4.0,5.1874412875774265,3.2208406335009414
1.2,2,4,45,-6.0,10.282816224407696,6.396915342721764
1.2,2,4,46,0.5,0.7818921886213052,0.9809090557510788
1.2,2,4,46,0.0,1.0,1.0
1.2,2,4,46,-0.5,1.2642636720781635,1.0663438393256701
1.2,2,4,46,-1.0,1.582273321863023,1.174182400425256
1.2,2,4,46,-2.0,2.415084767504488,1.4060826268772988
1.2,2,4,46,-4.0,5.1874412875774265,2.026939670419561
1.2,2,4,46,-6.0,10.282816224407696,2.9628797161265266
1.2,2,4,47,0.5,0.7818921886213052,0.9861043575549355
1.2,2,4,47,0.0,1.0,1.0
1.2,2,4,47,-0.5,1.2642636720781635,1.0577475116447366
1.2,2,4,47,-1.0,1.582273321863023,1.123695961727484
1.2,2,4,47,-2.0,2.415084767504488,1.2925513932227009
1.2,2,4,47,-4.0,5.1874412875774265,1.691503552247213
1.2,2,4,47,-6.0,10.282816224407696,2.2692715843505
1.2,2,4,48,0.5,0.7818921886213052,0.9842475425063557
1.2,2,4,48,0.0,1.0,1.0
1.2,2,4,48,-0.5,1.2642636720781635,1.1952073315440672
1.2,2,4,48,-1.0,1.582273321863023,1.4903528823060452
1.2,2,4,48,-2.0,2.415084767504488,2.401395951069979
1.2,2,4,48,-4.0,5.1874412875774265,6.509879512503106
1.2,2,4,48,-6.0,10.282816224407696,17.41889849792721
1.2,2,4,49,0.5,0.7818921886213052,0.9715458553307602
1.2,2,4,49,0.0,1.0,1.0
1.2,2,4,49,-0.5,1.2642636720781635,1.095076697150056
1.2,2,4,49,-1.0,1.582273321863023,1.2143305066866483
1.2,2,4,49,-2.0,2.415084767504488,1.5013706683754182
1.2,2,4,49,-4.0,5.1874412875774265,2.5189070159308993
1.2,2,4,49,-6.0,10.282816224407696,4.126046410254533
1.5,2,4,0,0.5,0.6769483974617138,0.9744963217363187
1.5,2,4,0,0.0,1.0,1.0
1.5,2,4,0,-0.5,1.4360039925734573,1.1902371402579404
1.5,2,4,0,-1.0,2.015035999061725,1.4837280777570632
1.5,2,4,0,-2.0,3.7558748925962315,2.3857306297607592
1.5,2,4,0,-4.0,11.150868673469775,6.22250583497329
1.5,2,4,0,-6.0,28.737348374899014,16.217284818055735
1.5,2,4,1,0.5,0.6769483974617138,0.9850510445802609
1.5,2,4,1,0.0,1.0,1.0
1.5,2,4,1,-0.5,1.4360039925734573,1.20850356527313
1.5,2,4,1,-1.0,2.015035999061725,1.4716792318649872
1.5,2,4,1,-2.0,3.7558748925962315,2.184917603038666
1.5,2,4,1,-4.0,11.150868673469775,4.726613764902371
1.5,2,4,1,-6.0,28.737348374899014,10.091523259386316
1.5,2,4,2,0.5,0.6769483974617138,0.9505996405014872
1.5,2,4,2,0.0,1.0,1.0
1.5,2,4,2,-0.5,1.4360039925734573,1.679726518369826
1.5,2,4,2,-1.0,2.015035999061725,3.0357940782773714
1.5,2,4,2,-2.0,3.7558748925962315,10.002530483190888
1.5,2,4,2,-4.0,11.150868673469775,91.05416347588275
1.5,2,4,2,-6.0,28.737348374899014,145.43029021658634
1.5,2,4,3,0.5,0.6769483974617138,0.9219509200129649
1.5,2,4,3,0.0,1.0,1.0
1.5,2,4,3,-0.5,1.4360039925734573,1.7029746571587365
1.5,2,4,3,-1.0,2.015035999061725,3.191215968557298
1.5,2,4,3,-2.0,3.7558748925962315,12.059773318931391
1.5,2,4,3,-4.0,11.150868673469775,66.36378197824013
1.5,2,4,3,-6.0,28.737348374899014,61.061736968350935
1.5,2,4,4,0.5,0.6769483974617138,0.9555884729631519
1.5,2,4,4,0.0,1.0,1.0
1.5,2,4,4,-0.5,1.4360039925734573,1.144357747248458
1.5,2,4,4,-1.0,2.015035999061725,1.495950497637529
1.5,2,4,4,-2.0,3.7558748925962315,2.5232818460943234
1.5,2,4,4,-4.0,11.150868673469775,7.082741747264342
1.5,2,4,4,-6.0,28.737348374899014,18.817176766153292
1.5,2,4,5,0.5,0.6769483974617138,0.9601174954740161
1.5,2,4,5,0.0,1.0,1.0
1.5,2,4,5,-0.5,1.4360039925734573,1.1846830359397886
1.5,2,4,5,-1.0,2.015035999061725,1.576237271529248
1.5,2,4,5,-2.0,3.7558748925962315,2.8825926640755855
1.5,2,4,5,-4.0,11.150868673469775,9.551142372059845
1.5,2,4,5,-6.0,28.737348374899014,29.81587228208688
1.5,2,4,6,0.5,0.6769483974617138,0.9518537173099165
1.5,2,4,6,0.0,1.0,1.0
1.5,2,4,6,-0.5,1.4360039925734573,1.2792988788224453
1.5,2,4,6,-1.0,2.015035999061725,1.6826879387231912
1.5,2,4,6,-2.0,3.7558748925962315,3.071557895984907
1.5,2,4,6,-4.0,11.150868673469775,9.955841230767117
1.5,2,4,6,-6.0,28.737348374899014,30.701654008241633
1.5,2,4,7,0.5,0.6769483974617138,0.9502612184892216
1.5,2,4,7,0.0,1.0,1.0
1.5,2,4,7,-0.5,1.4360039925734573,1.1595568931014726
1.5,2,4,7,-1.0,2.015035999061725,1.4050786760361764
1.5,2,4,7,-2.0,3.7558748925962315,2.3108026893368523
1.5,2,4,7,-4.0,11.150868673469775,6.982858595385564
1.5,2,4,7,-6.0,28.737348374899014,21.17595472336639
1.5,2,4,8,0.5,0.6769483974617138,0.9469661213346666
1.5,2,4,8,0.0,1.0,1.0
1.5,2,4,8,-0.5,1.4360039925734573,1.1417440921746902
1.5,2,4,8,-1.0,2.015035999061725,1.3949721778258264
1.5,2,4,8,-2.0,3.7558748925962315,2.3861772385574866
1.5,2,4,8,-4.0,11.150868673469775,7.22782871077338
1.5,2,4,8,-6.0,28.737348374899014,21.243060311189815
1.5,2,4,9,0.5,0.6769483974617138,0.9693327987578634
1.5,2,4,9,0.0,1.0,1.0
1.5,2,4,9,-0.5,1.4360039925734573,1.236981353062338
1.5,2,4,9,-1.0,2.015035999061725,1.5977639674389332
1.5,2,4,9,-2.0,3.7558748925962315,2.7311244929504426
1.5,2,4,9,-4.0,11.150868673469775,7.878714317199653
1.5,2,4,9,-6.0,28.737348374899014,21.600809390440986
1.5,2,4,10,0.5,0.6769483974617138,0.9660930960160866
1.5,2,4,10,0.0,1.0,1.0
1.5,2,4,10,-0.5,1.4360039925734573,1.2643816869008164
1.5,2,4,10,-1.0,2.015035999061725,1.6071209015126258
1.5,2,4,10,-2.0,3.7558748925962315,2.60557979791262
1.5,2,4,10,-4.0,11.150868673469775,6.722844016803396
1.5,2,4,10,-6.0,28.737348374899014,16.29355138657391
1.5,2,4,11,0.5,0.6769483974617138,0.9683138271863422
1.5,2,4,11,0.0,1.0,1.0
1.5,2,4,11,-0.5,1.4360039925734573,1.1379844389630325
1.5,2,4,11,-1.0,2.015035999061725,1.3086197462364613
1.5,2,4,11,-2.0,3.7558748925962315,1.844721700532247
1.5,2,4,11,-4.0,11.150868673469775,3.6402476009292184
1.5,2,4,11,-6.0,28.737348374899014,7.158555003642119
1.5,2,4,12,0.5,0.6769483974617138,0.9657204747102102
1.5,2,4,12,0.0,1.0,1.0
1.5,2,4,12,-0.5,1.4360039925734573,1.1728698431637836
1.5,2,4,12,-1.0,2.015035999061725,1.378405400445671
1.5,2,4,12,-2.0,3.7558748925962315,1.952542890445398
1.5,2,4,12,-4.0,11.150868673469775,4.077786830417839
1.5,2,4,12,-6.0,28.737348374899014,8.370301432610137
1.5,2,4,13,0.5,0.6769483974617138,0.9263521946345193
1.5,2,4,13,0.0,1.0,1.0
1.5,2,4,13,-0.5,1.4360039925734573,1.2553187052840231
1.5,2,4,13,-1.0,2.015035999061725,1.7705953538446166
1.5,2,4,13,-2.0,3.7558748925962315,4.05099289632083
1.5,2,4,13,-4.0,11.150868673469775,20.111208053830243
1.5,2,4,13,-6.0,28.737348374899014,67.56380490817827
1.5,2,4,14,0.5,0.6769483974617138,0.9740178399430908
1.5,2,4,14,0.0,1.0,1.0
1.5,2,4,14,-0.5,1.4360039925734573,1.0519245740680692
1.5,2,4,14,-1.0,2.015035999061725,1.1299386302472323
1.5,2,4,14,-2.0,3.7558748925962315,1.2759102067432144
1.5,2,4,14,-4.0,11.150868673469775,1.6587272801011772
1.5,2,4,14,-6.0,28.737348374899014,2.2152733217606233
1.5,2,4,15,0.5,0.6769483974617138,0.985779911794693
1.5,2,4,15,0.0,1.0,1.0
1.5,2,4,15,-0.5,1.4360039925734573,2.0226055209198472
1.5,2,4,15,-1.0,2.015035999061725,4.220947238420934
1.5,2,4,15,-2.0,3.7558748925962315,17.740038385721178
1.5,2,4,15,-4.0,11.150868673469775,205.54664845074265
1.5,2,4,15,-6.0,28.737348374899014,214.61852691377214
1.5,2,4,16,0.5,0.6769483974617138,0.9765309545782661
1.5,2,4,16,0.0,1.0,1.0
1.5,2,4,16,-0.5,1.4360039925734573,1.4318343723084677
1.5,2,4,16,-1.0,2.015035999061725,2.100103128817534
1.5,2,4,16,-2.0,3.7558748925962315,4.659257657167812
1.5,2,4,16,-4.0,11.150868673469775,21.07909549230905
1.5,2,4,16,-6.0,28.737348374899014,83.00771329302644
1.5,2,4,17,0.5,0.6769483974617138,0.9671422567748513
1.5,2,4,17,0.0,1.0,1.0
1.5,2,4,17,-0.5,1.4360039925734573,1.4124817743053961
1.5,2,4,17,-1.0,2.015035999061725,2.092449213897816
1.5,2,4,17,-2.0,3.7558748925962315,4.649250589683776
1.5,2,4,17,-4.0,11.150868673469775,21.42036383880414
1.5,2,4,17,-6.0,28.737348374899014,74.14353912985918
1.5,2,4,18,0.5,0.6769483974617138,0.9579245979324155
1.5,2,4,18,0.0,1.0,1.0
1.5,2,4,18,-0.5,1.4360039925734573,1.2183980744364478
1.5,2,4,18,-1.0,2.015035999061725,1.5487654305436074
1.5,2,4,18,-2.0,3.7558748925962315,2.441709700411545
1.5,2,4,18,-4.0,11.150868673469775,5.9920410984816925
1.5,2,4,18,-6.0,28.737348374899014,14.002536933345926
1.5,2,4,19,0.5,0.6769483974617138,0.960153027011831
1.5,2,4,19,0.0,1.0,1.0
1.5,2,4,19,-0.5,1.4360039925734573,1.269548414261482
1.5,2,4,19,-1.0,2.015035999061725,1.7142743255000186
1.5,2,4,19,-2.0,3.7558748925962315,3.40998200063227
1.5,2,4,19,-4.0,11.150868673469775,13.472534116837712
1.5,2,4,19,-6.0,28.737348374899014,48.430880421751986
1.5,2,4,20,0.5,0.6769483974617138,0.9847012860411313
1.5,2,4,20,0.0,1.0,1.0
1.5,2,4,20,-0.5,1.4360039925734573,2.329128737534714
1.5,2,4,20,-1.0,2.015035999061725,5.709305010368819
1.5,2,4,20,-2.0,3.7558748925962315,30.387326872806035
1.5,2,4,20,-4.0,11.150868673469775,199.89784343219833
1.5,2,4,20,-6.0,28.737348374899014,277.8111664584719
1.5,2,4,21,0.5,0.6769483974617138,0.9816895657871785
1.5,2,4,21,0.0,1.0,1.0
1.5,2,4,21,-0.5,1.4360039925734573,1.1264432118860317
1.5,2,4,21,-1.0,2.015035999061725,1.2729663836024172
1.5,2,4,21,-2.0,3.7558748925962315,1.706109064991406
1.5,2,4,21,-4.0,11.150868673469775,3.137776776211494
1.5,2,4,21,-6.0,28.737348374899014,5.751307602946392
1.5,2,4,22,0.5,0.6769483974617138,0.9327658805521813
1.5,2,4,22,0.0,1.0,1.0
1.5,2,4,22,-0.5,1.4360039925734573,1.185540888061763
1.5,2,4,22,-1.0,2.015035999061725,1.5280402212627557
1.5,2,4,22,-2.0,3.7558748925962315,2.619426134176571
1.5,2,4,22,-4.0,11.150868673469775,7.488934715059299
1.5,2,4,22,-6.0,28.737348374899014,20.16723400548863
1.5,2,4,23,0.5,0.6769483974617138,0.925087066153526
1.5,2,4,23,0.0,1.0,1.0
1.5,2,4,23,-0.5,1.4360039925734573,1.6278162777773946
1.5,2,4,23,-1.0,2.015035999061725,3.2744350342062365
1.5,2,4,23,-2.0,3.7558748925962315,12.763954021100163
1.5,2,4,23,-4.0,11.150868673469775,126.02869215938857
1.5,2,4,23,-6.0,28.737348374899014,233.66134488520578
1.5,2,4,24,0.5,0.6769483974617138,0.9394094913056416
1.5,2,4,24,0.0,1.0,1.0
1.5,2,4,24,-0.5,1.4360039925734573,1.1993461734833195
1.5,2,4,24,-1.0,2.015035999061725,1.4562150782754073
1.5,2,4,24,-2.0,3.7558748925962315,2.3011646222734607
1.5,2,4,24,-4.0,11.150868673469775,6.800889850245521
1.5,2,4,24,-6.0,28.737348374899014,19.22896889187441
1.5,2,4,25,0.5,0.6769483974617138,0.9329373252723037
1.5,2,4,25,0.0,1.0,1.0
1.5,2,4,25,-0.5,1.4360039925734573,1.1086609740784668
1.5,2,4,25,-1.0,2.015035999061725,1.2451666666391852
1.5,2,4,25,-2.0,3.7558748925962315,1.6478453741415757
1.5,2,4,25,-4.0,11.150868673469775,3.60636888973203
1.5,2,4,25,-6.0,28.737348374899014,8.163705356459891
1.5,2,4,26,0.5,0.6769483974617138,0.9666432232890774
1.5,2,4,26,0.0,1.0,1.0
1.5,2,4,26,-0.5,1.4360039925734573,1.8595972112218366
1.5,2,4,26,-1.0,2.015035999061725,3.705992769307347
1.5,2,4,26,-2.0,3.7558748925962315,14.47431446128051
1.5,2,4,26,-4.0,11.150868673469775,137.3339246651874
1.5,2,4,26,-6.0,28.737348374899014,279.35821949484756
1.5,2,4,27,0.5,0.6769483974617138,0.957013405941692
1.5,2,4,27,0.0,1.0,1.0
1.5,2,4,27,-0.5,1.4360039925734573,1.4405333490358663
1.5,2,4,27,-1.0,2.015035999061725,2.4708037901333917
1.5,2,4,27,-2.0,3.7558748925962315,7.540992271977811
1.5,2,4,27,-4.0,11.150868673469775,59.33568106863989
1.5,2,4,27,-6.0,28.737348374899014,216.41011932189775
1.5,2,4,28,0.5,0.6769483974617138,0.9542212695628751
1.5,2,4,28,0.0,1.0,1.0
1.5,2,4,28,-0.5,1.4360039925734573,1.2672027660578842
1.5,2,4,28,-1.0,2.015035999061725,1.6694209911658309
1.5,2,4,28,-2.0,3.7558748925962315,2.9284606907774013
1.5,2,4,28,-4.0,11.150868673469775,8.854328537985083
1.5,2,4,28,-6.0,28.737348374899014,25.37307770123986
1.5,2,4,29,0.5,0.6769483974617138,0.9119466184379605
1.5,2,4,29,0.0,1.0,1.0
1.5,2,4,29,-0.5,1.4360039925734573,1.3205153742217468
1.5,2,4,29,-1.0,2.015035999061725,1.8311671741922908
1.5,2,4,29,-2.0,3.7558748925962315,3.5056513635599447
1.5,2,4,29,-4.0,11.150868673469775,14.502244810452607
1.5,2,4,29,-6.0,28.737348374899014,44.525745247507004
1.5,2,4,30,0.5,0.6769483974617138,0.9873942561388258
1.5,2,4,30,0.0,1.0,1.0
1.5,2,4,30,-0.5,1.4360039925734573,1.1984443858156986
1.5,2,4,30,-1.0,2.015035999061725,1.468975618574723
1.5,2,4,30,-2.0,3.7558748925962315,2.2458986894131057
1.5,2,4,30,-4.0,11.150868673469775,5.302958329056768
1.5,2,4,30,-6.0,28.737348374899014,12.286825984935087
1.5,2,4,31,0.5,0.6769483974617138,0.961766650841008
1.5,2,4,31,0.0,1.0,1.0
1.5,2,4,31,-0.5,1.4360039925734573,1.1364554908163986
1.5,2,4,31,-1.0,2.015035999061725,1.2949008780856668
1.5,2,4,31,-2.0,3.7558748925962315,1.6778627574078746
1.5,2,4,31,-4.0,11.150868673469775,2.860571164928209
1.5,2,4,31,-6.0,28.737348374899014,4.821044310299946
1.5,2,4,32,0.5,0.6769483974617138,0.9522595628856216
1.5,2,4,32,0.0,1.0,1.0
1.5,2,4,32,-0.5,1.4360039925734573,1.3628828461132962
1.5,2,4,32,-1.0,2.015035999061725,2.033891565201743
1.5,2,4,32,-2.0,3.7558748925962315,4.578103056045256
1.5,2,4,32,-4.0,11.150868673469775,20.459299970623594
1.5,2,4,32,-6.0,28.737348374899014,81.17386805287299
1.5,2,4,33,0.5,0.6769483974617138,0.9238594596355817
1.5,2,4,33,0.0,1.0,1.0
1.5,2,4,33,-0.5,1.4360039925734573,1.3533953532843284
1.5,2,4,33,-1.0,2.015035999061725,1.9555669642932783
1.5,2,4,33,-2.0,3.7558748925962315,4.503073616113242
1.5,2,4,33,-4.0,11.150868673469775,23.864167176204205
1.5,2,4,33,-6.0,28.737348374899014,73.36754526653529
1.5,2,4,34,0.5,0.6769483974617138,0.9388279025284652
1.5,2,4,34,0.0,1.0,1.0
1.5,2,4,34,-0.5,1.4360039925734573,1.127907817147066
1.5,2,4,34,-1.0,2.015035999061725,1.2930570937342243
1.5,2,4,34,-2.0,3.7558748925962315,1.7108827446137111
1.5,2,4,34,-4.0,11.150868673469775,3.078895133320453
1.5,2,4,34,-6.0,28.737348374899014,5.7016585826611355
1.5,2,4,35,0.5,0.6769483974617138,0.9156896547989425
1.5,2,4,35,0.0,1.0,1.0
1.5,2,4,35,-0.5,1.4360039925734573,1.76342584454335
1.5,2,4,35,-1.0,2.015035999061725,3.090121100532989
1.5,2,4,35,-2.0,3.7558748925962315,8.872000402844677
1.5,2,4,35,-4.0,11.150868673469775,37.42838954899045
1.5,2,4,35,-6.0,28.737348374899014,45.89805977353089
1.5,2,4,36,0.5,0.6769483974617138,0.9592337512595785
1.5,2,4,36,0.0,1.0,1.0
1.5,2,4,36,-0.5,1.4360039925734573,1.2358933920917614
1.5,2,4,36,-1.0,2.015035999061725,1.5820995627930419
1.5,2,4,36,-2.0,3.7558748925962315,2.6687478067949346
1.5,2,4,36,-4.0,11.150868673469775,7.6145815413738696
1.5,2,4,36,-6.0,28.737348374899014,20.77694430730614
1.5,2,4,37,0.5,0.6769483974617138,0.9657221725961775
1.5,2,4,37,0.0,1.0,1.0
1.5,2,4,37,-0.5,1.4360039925734573,1.1175168086159142
1.5,2,4,37,-1.0,2.015035999061725,1.27040810914003
1.5,2,4,37,-2.0,3.7558748925962315,1.6997496940073256
1.5,2,4,37,-4.0,11.150868673469775,3.133936324233718
1.5,2,4,37,-6.0,28.737348374899014,5.797403990834647
1.5,2,4,38,0.5,0.6769483974617138,0.9595582951570432
1.5,2,4,38,0.0,1.0,1.0
1.5,2,4,38,-0.5,1.4360039925734573,1.1715967738726394
1.5,2,4,38,-1.0,2.015035999061725,1.5256604474819895
1.5,2,4,38,-2.0,3.7558748925962315,2.5768979778542476
1.5,2,4,38,-4.0,11.150868673469775,7.0725273165442415
1.5,2,4,38,-6.0,28.737348374899014,19.15007826728727
1.5,2,4,39,0.5,0.6769483974617138,0.960457952417448
1.5,2,4,39,0.0,1.0,1.0
1.5,2,4,39,-0.5,1.4360039925734573,1.2303523961917942
1.5,2,4,39,-1.0,2.015035999061725,1.5014034671818606
1.5,2,4,39,-2.0,3.7558748925962315,2.3053402284767777
1.5,2,4,39,-4.0,11.150868673469775,5.932402700896703
1.5,2,4,39,-6.0,28.737348374899014,15.237341066699598
1.5,2,4,40,0.5,0.6769483974617138,0.9583813269224074
1.5,2,4,40,0.0,1.0,1.0
1.5,2,4,40,-0.5,1.4360039925734573,1.2887767941439732
1.5,2,4,40,-1.0,2.015035999061725,1.729556149679592
1.5,2,4,40,-2.0,3.7558748925962315,3.3446634962868624
1.5,2,4,40,-4.0,11.150868673469775,12.22335268330141
1.5,2,4,40,-6.0,28.737348374899014,43.984048912754645
1.5,2,4,41,0.5,0.6769483974617138,0.9647078641138968
1.5,2,4,41,0.0,1.0,1.0
1.5,2,4,41,-0.5,1.4360039925734573,1.3291566042442817
1.5,2,4,41,-1.0,2.015035999061725,1.8411083894003213
1.5,2,4,41,-2.0,3.7558748925962315,3.713605308897845
1.5,2,4,41,-4.0,11.150868673469775,14.28480022843067
1.5,2,4,41,-6.0,28.737348374899014,49.1973450926773
1.5,2,4,42,0.5,0.6769483974617138,0.9724889923831609
1.5,2,4,42,0.0,1.0,1.0
1.5,2,4,42,-0.5,1.4360039925734573,1.3273927795521951
1.5,2,4,42,-1.0,2.015035999061725,1.8204496251822522
1.5,2,4,42,-2.0,3.7558748925962315,3.4346261653573418
1.5,2,4,42,-4.0,11.150868673469775,12.090686609029808
1.5,2,4,43,0.5,0.6769483974617138,0.9603078660305037
1.5,2,4,43,0.0,1.0,1.0
1.5,2,4,43,-0.5,1.4360039925734573,1.1145156555058047
1.5,2,4,43,-1.0,2.015035999061725,1.3103535086728937
1.5,2,4,43,-2.0,3.7558748925962315,1.8460034327767538
1.5,2,4,43,-4.0,11.150868673469775,3.731652136188646
1.5,2,4,43,-6.0,28.737348374899014,7.357563817513501
1.5,2,4,44,0.5,0.6769483974617138,0.9686326206440392
1.5,2,4,44,0.0,1.0,1.0
1.5,2,4,44,-0.5,1.4360039925734573,1.1398032949394645
1.5,2,4,44,-1.0,2.015035999061725,1.300528907632937
1.5,2,4,44,-2.0,3.7558748925962315,1.7866899474904028
1.5,2,4,44,-4.0,11.150868673469775,3.4296102978096425
1.5,2,4,44,-6.0,28.737348374899014,6.483809319337512
1.5,2,4,45,0.5,0.6769483974617138,0.9410267182953712
1.5,2,4,45,0.0,1.0,1.0
1.5,2,4,45,-0.5,1.4360039925734573,1.1414703962922856
